GeneID	GeneSymbol	HL_17_R1	HL_17_R2	HL_18_R1_a	HL_18_R2_a	HL_18_R1_b	HL_18_R2_b	HL_30_R1	HL_30_R2	HL_33_R1	HL_33_R2	HL_34_R1	HL_34_R2	HL_38_R1	HL_38_R2	HL_39_R1	HL_39_R2
ENSG00000127081.9	ZNF484	118	86	215	224	63	84	307	327	137	153	85	102	26	41	21	29
ENSG00000127083.7	OMD	101	91	75	66	196	199	171	160	159	174	60	65	5	6	0	0
ENSG00000127084.13	FGD3	2556	2419	4582	4999	3339	3571	5446	5279	5000	4903	2541	2974	811	886	666	992
ENSG00000127124.9	HIVEP3	542	442	882	886	364	434	1542	1518	1066	1120	1071	1138	262	279	223	384
ENSG00000127125.7	PPCS	1320	1172	2052	1968	1281	1314	1923	1972	1739	1948	1674	1730	402	447	556	830
ENSG00000127129.5	EDN2	0	0	0	4	7	4	4	5	3	4	3	3	1	1	1	0
ENSG00000127152.13	BCL11B	1088	1017	3921	3675	1162	1227	4805	4812	2443	2701	1301	1401	372	447	739	835
ENSG00000127184.6	COX7C	5465	4885	8085	7782	6119	7151	8359	8710	8416	9383	8544	8787	1280	1421	1887	2792
ENSG00000127191.13	TRAF2	958	859	1391	1517	1354	1343	1876	1886	1574	1538	1535	1719	550	499	282	437
ENSG00000127220.5	ABHD8	276	332	336	373	426	405	396	425	424	339	272	280	61	77	37	55
ENSG00000127241.12	MASP1	38	29	8	4	16	16	16	10	6	6	15	15	5	9	12	19
ENSG00000127249.10	ATP13A4	4	9	22	35	11	11	64	64	25	22	9	6	9	6	5	7
ENSG00000127252.4	HRASLS	2	0	2	3	4	6	10	9	10	3	0	0	0	0	0	1
ENSG00000127311.5	HELB	90	94	190	181	46	64	307	306	119	117	93	112	29	36	40	56
ENSG00000127314.13	RAP1B	1427	1281	2439	2336	736	828	3041	2925	1690	1886	1542	1467	368	418	309	534
ENSG00000127318.6	IL22	1	1	0	3	1	0	0	1	0	3	0	0	0	0	0	1
ENSG00000127324.4	TSPAN8	61	70	12	7	17	6	97	87	15	10	4	15	6	7	0	1
ENSG00000127325.14	BEST3	0	0	0	1	2	2	12	9	22	24	40	24	0	1	0	0
ENSG00000127328.17	RAB3IP	181	161	459	518	175	232	676	671	439	474	644	628	54	86	72	104
ENSG00000127329.10	PTPRB	617	558	406	421	261	251	596	573	317	344	411	412	68	85	48	65
ENSG00000127334.10	DYRK2	1111	940	2865	2710	897	1053	4323	4373	2004	2212	1486	1609	308	348	431	715
ENSG00000127337.2	YEATS4	364	339	839	793	233	261	877	805	578	676	423	412	100	110	105	147
ENSG00000127362.2	TAS2R3	0	1	2	3	0	2	1	0	0	1	1	1	0	0	0	0
ENSG00000127364.2	TAS2R4	3	9	3	4	1	4	14	10	2	3	2	5	1	4	1	1
ENSG00000127366.4	TAS2R5	3	6	10	10	1	3	12	11	2	7	6	5	1	2	2	2
ENSG00000127377.4	CRYGN	53	37	1	3	16	16	5	6	26	22	13	6	0	0	1	0
ENSG00000127399.10	LRRC61	341	311	686	731	778	726	946	900	1182	1099	751	920	182	163	138	218
ENSG00000127412.2	TRPV5	1	2	0	1	2	0	2	1	0	1	1	5	0	2	0	1
ENSG00000127415.8	IDUA	598	611	744	758	1030	1025	568	639	776	710	639	748	256	269	105	180
ENSG00000127418.10	FGFRL1	198	195	295	305	265	238	560	530	345	358	160	175	86	76	52	77
ENSG00000127419.12	TMEM175	961	1011	1295	1208	1219	1307	1319	1344	1019	906	703	916	417	423	209	384
ENSG00000127423.6	AUNIP	29	27	82	71	28	50	26	28	48	58	49	58	15	14	13	15
ENSG00000127445.9	PIN1	1354	1342	1612	1584	1944	1905	1528	1574	2059	2027	1811	2064	367	364	217	377
ENSG00000127452.4	FBXL12	432	445	776	805	393	410	782	821	762	647	417	466	189	193	176	243
ENSG00000127463.9	EMC1	995	863	1393	1437	1014	1102	1770	1665	1456	1585	1656	1694	229	296	199	272
ENSG00000127472.6	PLA2G5	50	42	83	92	154	168	37	44	75	81	52	51	26	14	63	88
ENSG00000127481.10	UBR4	2680	2421	4993	5217	2527	2810	6299	5843	3882	4460	3313	3317	799	886	678	989
ENSG00000127483.13	HP1BP3	3313	2791	5222	4979	1815	1988	6956	6839	3956	4189	3716	3741	965	1180	859	1401
ENSG00000127507.13	EMR2	450	307	576	549	585	621	804	820	685	769	771	824	492	532	155	227
ENSG00000127511.5	SIN3B	1920	1670	2466	2470	1914	1920	2760	2764	2258	2242	1799	1962	513	569	324	497
ENSG00000127515.1	OR7A10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127526.9	SLC35E1	1060	907	1544	1578	941	963	2303	2186	1566	1757	1662	1829	289	336	226	321
ENSG00000127527.9	EPS15L1	805	667	1040	1030	621	643	1345	1297	940	1000	902	1032	168	176	150	249
ENSG00000127528.5	KLF2	4331	4168	3821	3640	3301	3278	3035	3294	2996	2865	2521	2735	320	379	300	485
ENSG00000127529.7	OR7C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127530.2	OR7C1	0	0	3	1	1	2	0	0	0	1	6	4	0	0	0	2
ENSG00000127533.3	F2RL3	314	301	399	370	540	482	98	116	209	195	125	96	14	17	4	8
ENSG00000127540.7	UQCR11	41	39	44	37	60	70	40	43	54	59	72	76	6	17	7	14
ENSG00000127554.12	GFER	589	484	662	696	734	816	646	673	772	856	704	820	99	103	75	144
ENSG00000127561.10	SYNGR3	94	67	283	270	220	218	264	246	261	240	122	139	77	67	24	54
ENSG00000127564.12	PKMYT1	73	126	321	295	225	244	107	120	193	159	107	157	57	58	19	32
ENSG00000127578.6	WFIKKN1	13	14	13	12	9	5	13	24	12	9	8	14	9	2	0	1
ENSG00000127580.11	WDR24	218	273	379	357	523	526	342	445	449	359	236	286	108	93	16	56
ENSG00000127585.7	FBXL16	119	146	369	314	206	200	385	398	209	217	94	95	23	29	42	86
ENSG00000127586.12	CHTF18	373	410	736	648	677	676	635	662	559	455	404	453	298	356	101	147
ENSG00000127588.4	GNG13	0	0	0	0	0	2	21	23	0	1	0	1	0	0	0	0
ENSG00000127589.4	TUBBP1	17	7	6	20	9	9	20	17	12	17	13	13	1	2	3	1
ENSG00000127603.19	MACF1	5129	4421	9549	9577	4125	4396	11861	11700	6678	7548	6395	6457	1493	1772	1450	2155
ENSG00000127616.12	SMARCA4	1713	1669	3131	3113	2628	2515	3513	3765	3157	3081	2525	2816	606	724	396	572
ENSG00000127663.10	KDM4B	953	911	1377	1182	859	827	1781	1925	1543	1485	848	989	415	448	199	315
ENSG00000127666.8	TICAM1	370	403	695	656	493	453	974	906	694	612	371	491	183	211	94	156
ENSG00000127688.3	GAN	29	27	57	52	19	31	60	52	34	41	31	23	9	11	4	11
ENSG00000127720.3	METTL25	179	165	234	214	98	120	290	270	201	264	179	187	44	34	22	40
ENSG00000127743.5	IL17B	2	1	6	5	4	14	7	3	7	4	16	16	1	3	0	0
ENSG00000127774.6	EMC6	75	56	106	102	42	69	95	94	94	77	48	67	18	10	8	18
ENSG00000127780.3	OR1E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127804.7	METTL16	632	483	1033	1002	490	574	1351	1281	855	914	635	653	116	109	128	166
ENSG00000127824.9	TUBA4A	2995	2781	5471	5896	3698	4220	4461	4459	3350	3427	1921	2071	693	707	653	988
ENSG00000127831.6	VIL1	0	1	2	1	0	0	1	1	2	0	2	3	1	0	0	1
ENSG00000127837.5	AAMP	2504	2147	3073	3323	3007	3261	3655	3687	3976	4106	3270	3557	715	742	431	714
ENSG00000127838.9	PNKD	2017	1790	2081	2220	2350	2753	2660	2380	2820	2918	3582	3988	1018	1061	698	1096
ENSG00000127863.11	TNFRSF19	69	53	121	116	76	96	498	521	82	104	82	81	12	12	7	5
ENSG00000127870.12	RNF6	694	641	1593	1565	352	395	1950	2055	1005	1099	718	795	245	304	295	366
ENSG00000127884.4	ECHS1	1797	1665	1854	1862	1886	2112	2396	2313	2425	2685	3267	3412	670	742	606	907
ENSG00000127903.12	ZNF835	44	50	105	100	58	54	73	101	62	64	36	55	8	7	4	11
ENSG00000127914.12	AKAP9	1297	1110	2290	2259	860	871	3042	2984	1308	1387	1354	1337	284	367	295	458
ENSG00000127920.4	GNG11	1907	1759	632	625	1590	1656	764	910	1671	1915	1699	1696	103	120	70	111
ENSG00000127922.5	SHFM1	1911	1603	2211	2225	2463	2815	1955	1940	2854	3147	3711	3774	527	620	661	1001
ENSG00000127928.8	GNGT1	0	1	0	0	0	1	1	0	2	1	0	0	0	0	0	0
ENSG00000127946.12	HIP1	788	718	686	706	509	584	1313	1271	693	748	690	729	149	194	109	169
ENSG00000127947.11	PTPN12	1480	1382	1956	1865	994	1117	3394	3321	1624	1823	2160	2178	569	666	561	747
ENSG00000127948.9	POR	1242	1253	1195	1296	2020	2199	1637	1710	1738	1647	1191	1452	287	306	209	323
ENSG00000127951.5	FGL2	3868	3421	2361	2213	1305	1407	7467	7503	2142	2501	7663	7595	3000	3478	3840	5957
ENSG00000127952.12	STYXL1	737	634	971	948	894	1152	816	866	955	1082	1184	1148	186	264	206	285
ENSG00000127954.8	STEAP4	1068	984	685	675	1220	1394	1928	1807	555	605	505	495	832	1080	21	41
ENSG00000127955.11	GNAI1	363	277	226	221	167	184	402	396	314	347	406	411	31	21	22	26
ENSG00000127957.12	PMS2P3	104	88	225	193	174	169	192	252	135	160	115	129	48	48	41	57
ENSG00000127980.11	PEX1	433	355	927	819	206	255	1147	1128	455	545	429	458	98	124	110	129
ENSG00000127989.8	MTERF	331	247	575	528	226	201	673	631	434	497	368	329	81	110	101	158
ENSG00000127990.11	SGCE	1299	1112	696	688	496	559	915	859	1014	1136	961	946	46	60	54	98
ENSG00000127993.10	RBM48	407	360	633	654	293	288	814	781	506	555	409	446	77	87	85	151
ENSG00000127995.12	CASD1	561	499	1239	1164	295	323	1581	1403	695	753	504	580	91	109	163	207
ENSG00000128000.11	ZNF780B	345	321	723	725	206	216	1007	980	447	489	326	393	79	115	104	159
ENSG00000128011.4	LRFN1	61	53	114	133	151	152	135	139	115	91	50	70	11	12	25	24
ENSG00000128016.4	ZFP36	13426	12757	5125	5422	3402	3380	8333	7619	4338	4378	5729	6553	1215	1327	660	1174
ENSG00000128039.6	SRD5A3	638	598	345	362	483	517	336	344	655	729	831	822	79	121	83	104
ENSG00000128040.6	SPINK2	45	33	15	18	12	11	53	39	42	44	7	8	0	3	1	6
ENSG00000128045.5	RASL11B	480	444	233	173	788	931	47	63	1001	1074	249	293	3	12	1	4
ENSG00000128050.4	PAICS	1357	1181	3835	3513	1136	1355	2739	2622	2500	2929	1893	1883	531	644	475	712
ENSG00000128052.8	KDR	1045	858	390	383	244	261	786	739	690	761	679	689	52	59	75	127
ENSG00000128059.4	PPAT	238	213	543	572	162	150	600	598	369	427	278	278	97	99	103	112
ENSG00000128159.7	TUBGCP6	2256	2360	4070	4017	2704	2798	5354	5511	3073	2772	1700	1969	1118	1254	577	954
ENSG00000128165.7	ADM2	409	446	454	437	90	92	400	406	328	334	174	197	116	115	63	104
ENSG00000128185.5	DGCR6L	800	714	811	900	1176	1197	957	869	1070	1003	821	1028	200	221	154	230
ENSG00000128191.9	DGCR8	851	866	1122	1124	878	991	1471	1474	1295	1365	1171	1238	380	510	226	384
ENSG00000128203.6	ASPHD2	256	228	341	328	188	169	351	337	281	304	356	346	89	109	53	105
ENSG00000128218.7	VPREB3	820	838	1154	1336	393	495	909	839	1090	1081	268	250	39	25	52	93
ENSG00000128228.4	SDF2L1	1154	1112	500	470	1018	1074	439	479	972	923	920	1001	151	168	96	139
ENSG00000128242.8	GAL3ST1	1	2	3	6	2	3	5	3	11	6	5	4	0	2	1	0
ENSG00000128245.10	YWHAH	2536	2333	2969	2920	2501	2917	4374	4242	4345	4997	4959	5425	644	685	652	1014
ENSG00000128250.5	RFPL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128253.9	RFPL2	6	10	22	11	9	7	16	12	3	3	4	5	3	2	3	2
ENSG00000128254.9	C22orf24	1	0	1	3	2	3	7	2	5	2	1	5	0	1	1	0
ENSG00000128262.4	POM121L9P	213	222	106	112	97	93	104	121	78	68	315	317	123	112	83	114
ENSG00000128266.7	GNAZ	29	44	51	74	26	32	87	96	46	49	30	25	23	16	5	8
ENSG00000128268.11	MGAT3	558	550	377	413	250	274	517	538	385	366	321	338	130	129	65	101
ENSG00000128271.15	ADORA2A	26	13	53	47	35	35	75	79	68	55	14	12	8	6	0	3
ENSG00000128272.10	ATF4	12572	11222	10623	10711	10357	11319	11576	11181	10694	11923	10622	11006	2319	2540	1728	2657
ENSG00000128274.11	A4GALT	467	502	392	378	1120	1149	693	737	575	507	543	632	101	87	47	60
ENSG00000128276.6	RFPL3	0	1	0	1	1	0	0	2	1	1	0	0	0	0	0	1
ENSG00000128283.6	CDC42EP1	965	1034	1009	1094	2009	2205	1087	1065	2369	2170	2079	2677	273	288	105	164
ENSG00000128284.15	APOL3	3156	2833	3690	3799	1959	2275	5453	5101	3068	3332	6969	7043	4304	4841	2422	3628
ENSG00000128285.4	MCHR1	23	14	76	69	124	108	30	54	133	155	281	341	85	76	30	40
ENSG00000128294.11	TPST2	1403	1234	803	906	850	975	1340	1357	1080	1251	1423	1485	234	222	151	241
ENSG00000128298.12	BAIAP2L2	28	21	39	35	46	65	33	38	46	65	43	54	28	42	20	22
ENSG00000128309.12	MPST	637	675	612	625	1360	1351	585	684	1037	892	773	944	124	132	77	134
ENSG00000128310.2	GALR3	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000128311.9	TST	359	354	299	232	461	511	403	439	444	420	484	492	76	71	47	76
ENSG00000128313.2	APOL5	0	0	0	0	2	0	0	0	3	1	0	1	0	0	0	0
ENSG00000128322.6	IGLL1	46	40	15	11	4	3	24	28	14	10	2	3	0	0	0	0
ENSG00000128335.9	APOL2	2224	1902	2491	2537	3746	4328	3068	2829	3655	3882	5141	5546	2666	2950	1586	2589
ENSG00000128340.10	RAC2	4098	3979	7767	8031	2115	2455	10236	10027	5949	5583	2804	3213	981	960	1076	1735
ENSG00000128342.4	LIF	217	181	92	114	36	46	91	82	415	362	169	199	27	20	15	18
ENSG00000128346.6	C22orf23	32	28	45	45	32	49	100	79	56	52	30	43	6	8	2	3
ENSG00000128383.8	APOBEC3A	181	122	83	84	91	75	81	76	37	59	281	317	380	397	178	266
ENSG00000128394.12	APOBEC3F	280	253	383	401	173	159	539	542	275	304	245	292	71	90	53	105
ENSG00000128408.7	RIBC2	8	16	21	13	9	10	6	12	10	14	20	25	2	5	3	3
ENSG00000128422.11	KRT17	1	4	18	27	9	9	1434	1254	1	4	1	2	3	1	4	12
ENSG00000128438.6	TBC1D27	195	173	248	275	142	173	298	301	147	154	56	53	36	39	79	101
ENSG00000128463.8	EMC4	1532	1396	1943	1925	1162	1288	1895	1918	1850	1977	1655	1741	324	376	360	609
ENSG00000128482.11	RNF112	82	71	54	51	71	82	28	25	82	94	139	148	20	22	10	20
ENSG00000128487.12	SPECC1	543	454	797	873	711	834	1138	1043	993	1074	850	870	331	368	297	451
ENSG00000128510.6	CPA4	11	8	9	10	1	4	7	13	34	26	4	4	53	89	16	42
ENSG00000128512.15	DOCK4	282	286	361	381	248	277	641	624	351	397	612	637	186	251	116	182
ENSG00000128513.9	POT1	528	453	893	862	348	420	1181	1135	584	693	525	547	103	144	123	169
ENSG00000128519.2	TAS2R16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128524.4	ATP6V1F	2769	2503	2866	3143	3687	4458	3223	3077	4400	4651	5501	6110	1098	1185	1066	1686
ENSG00000128534.3	NAA38	1065	1010	1619	1480	1099	1260	1550	1663	1573	1769	1621	1605	375	452	355	585
ENSG00000128536.11	CDHR3	32	37	129	114	54	69	213	223	55	61	39	46	22	28	22	44
ENSG00000128563.9	PRKRIP1	1113	1093	1835	1880	1710	1801	1834	1758	1669	1679	1593	1634	526	657	411	599
ENSG00000128564.5	VGF	1	5	10	11	14	11	2	5	7	19	29	56	8	4	1	1
ENSG00000128567.12	PODXL	1289	1183	783	784	910	991	1646	1509	1345	1420	1559	1428	115	142	119	208
ENSG00000128573.18	FOXP2	46	39	50	47	56	60	59	61	21	28	47	47	1	0	1	1
ENSG00000128578.5	STRIP2	138	127	243	259	95	93	371	319	275	340	112	116	85	97	57	88
ENSG00000128581.11	RABL5	246	247	276	245	319	353	308	330	364	441	463	469	44	47	39	74
ENSG00000128585.13	MKLN1	1378	1272	2148	2027	966	1037	2670	2668	1474	1655	1582	1680	317	396	322	535
ENSG00000128590.4	DNAJB9	2726	2477	1183	1116	693	769	1443	1477	1325	1574	1055	1047	150	169	111	173
ENSG00000128591.11	FLNC	419	388	93	90	409	405	176	177	514	448	228	266	86	94	0	0
ENSG00000128594.3	LRRC4	63	47	25	26	46	29	92	88	67	72	57	60	2	2	4	4
ENSG00000128595.12	CALU	4006	3461	3434	3431	4338	4786	3198	3142	7348	8162	8533	8811	738	767	332	485
ENSG00000128596.12	CCDC136	134	103	177	206	227	231	249	214	237	258	187	190	51	53	31	60
ENSG00000128602.5	SMO	390	378	233	244	588	742	354	316	517	569	710	752	82	69	43	68
ENSG00000128604.14	IRF5	1316	1197	1233	1248	1115	1171	1776	1787	1859	1777	1451	1497	397	374	270	375
ENSG00000128606.8	LRRC17	130	111	91	98	191	207	157	140	134	137	270	279	10	12	1	4
ENSG00000128607.9	KLHDC10	794	659	1181	1060	628	620	1665	1653	951	1131	1007	1021	140	189	190	316
ENSG00000128609.10	NDUFA5	1257	1108	1845	1767	983	992	1885	2169	1471	1675	1550	1596	347	359	476	765
ENSG00000128610.7	FEZF1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000128617.2	OPN1SW	7	2	1	5	2	4	2	3	2	3	8	10	0	0	0	1
ENSG00000128626.7	MRPS12	506	548	853	752	991	1031	658	653	1015	874	735	805	167	160	87	128
ENSG00000128641.13	MYO1B	1278	1168	1217	1210	912	945	1656	1509	1179	1386	1559	1562	236	294	132	213
ENSG00000128645.11	HOXD1	22	13	20	18	10	15	31	20	35	29	27	19	7	4	0	4
ENSG00000128652.7	HOXD3	86	71	28	30	15	7	32	35	34	46	68	65	20	31	12	18
ENSG00000128654.9	MTX2	570	533	965	839	437	496	809	819	919	1029	867	868	201	275	224	308
ENSG00000128655.11	PDE11A	1	0	0	0	0	0	12	8	2	1	1	0	0	0	0	0
ENSG00000128656.9	CHN1	1362	1254	1442	1424	511	597	849	793	1035	1239	960	999	130	187	108	198
ENSG00000128683.9	GAD1	13	16	4	9	4	5	62	57	15	12	25	25	32	40	1	2
ENSG00000128692.7	EIF2S2P4	46	67	75	71	28	43	74	70	65	79	72	62	18	16	5	13
ENSG00000128694.7	OSGEPL1	211	176	398	385	110	154	453	446	275	257	212	208	46	52	67	93
ENSG00000128699.9	ORMDL1	2153	1871	3182	3186	1548	1605	2903	2955	2064	2445	2385	2438	551	658	768	1222
ENSG00000128708.8	HAT1	1092	1035	1963	1830	772	883	1692	1720	1706	1850	1558	1522	291	327	213	297
ENSG00000128709.10	HOXD9	190	155	72	100	39	35	61	82	75	86	84	92	26	34	18	45
ENSG00000128710.5	HOXD10	51	70	17	11	2	2	15	10	17	9	19	24	2	0	10	10
ENSG00000128713.11	HOXD11	0	0	2	0	0	0	2	3	0	0	0	0	0	0	0	1
ENSG00000128714.5	HOXD13	0	1	0	0	1	0	1	0	8	11	237	236	0	0	0	0
ENSG00000128731.11	HERC2	942	784	1858	1874	823	908	2456	2364	1121	1330	1174	1294	260	350	262	382
ENSG00000128739.16	SNRPN	94	80	166	163	65	57	188	198	110	116	108	99	16	21	22	35
ENSG00000128789.15	PSMG2	142	165	272	246	65	75	338	344	191	204	144	152	35	55	39	51
ENSG00000128791.7	TWSG1	757	698	1009	964	580	618	992	1011	1006	1189	991	962	129	161	181	244
ENSG00000128802.3	GDF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128805.10	ARHGAP22	208	173	300	300	389	349	429	403	333	318	304	343	64	89	27	36
ENSG00000128815.13	WDFY4	2873	2319	5716	6082	1724	1952	8683	8219	4305	4641	2424	2544	561	562	510	816
ENSG00000128829.7	EIF2AK4	755	695	1196	1165	591	596	1482	1535	821	958	920	913	148	228	165	286
ENSG00000128833.8	MYO5C	168	142	190	203	53	72	339	304	147	152	136	130	25	31	28	60
ENSG00000128849.9	CGNL1	214	181	414	377	197	295	454	437	260	238	449	499	26	26	14	34
ENSG00000128872.5	TMOD2	445	425	481	411	209	222	925	910	426	436	446	421	56	106	59	85
ENSG00000128881.12	TTBK2	356	315	540	593	203	252	771	786	361	417	450	386	74	112	98	152
ENSG00000128886.7	ELL3	52	40	63	71	12	6	135	133	46	44	12	11	1	3	1	5
ENSG00000128891.11	C15orf57	620	518	773	851	405	397	905	921	658	747	671	573	135	138	128	213
ENSG00000128908.11	INO80	944	822	1816	1787	723	782	2271	2248	1253	1331	1030	1108	265	260	166	247
ENSG00000128915.7	NARG2	983	920	1698	1641	506	513	2104	2094	1054	1139	866	913	254	252	245	391
ENSG00000128917.5	DLL4	355	345	339	346	191	211	232	248	446	468	389	456	56	55	33	46
ENSG00000128918.10	ALDH1A2	6	6	15	13	18	18	99	114	25	25	30	27	42	55	7	12
ENSG00000128923.6	FAM63B	377	332	574	494	236	215	666	756	577	608	448	427	74	103	78	113
ENSG00000128928.4	IVD	1215	1114	1860	1988	1302	1412	2187	2068	1470	1473	1668	1747	399	418	233	345
ENSG00000128944.8	KNSTRN	225	195	400	379	148	130	315	316	329	416	286	279	74	96	83	148
ENSG00000128951.9	DUT	1636	1440	3082	3076	1713	1905	2148	2204	2705	2902	3058	3193	688	755	413	713
ENSG00000128965.7	CHAC1	241	238	60	69	63	79	21	35	32	33	50	44	4	13	2	3
ENSG00000128973.7	CLN6	1130	961	1017	1080	1096	1320	958	985	1406	1441	1388	1536	288	333	184	265
ENSG00000128989.6	ARPP19	2649	2287	5354	5272	1942	2224	6714	6340	3679	4213	3647	3751	606	820	703	976
ENSG00000129003.11	VPS13C	2223	1874	5068	4625	1313	1407	7439	7161	2367	2615	2625	2590	722	896	767	1142
ENSG00000129007.10	CALML4	512	504	691	687	401	433	825	775	658	758	664	632	158	186	176	308
ENSG00000129009.8	ISLR	1865	1842	1935	1914	6541	7670	1491	1473	5035	4913	8816	10028	137	151	88	153
ENSG00000129028.4	THAP10	25	22	42	50	19	17	62	54	42	35	33	38	8	5	8	7
ENSG00000129038.11	LOXL1	1085	1040	1009	962	2662	2819	703	707	3013	2825	2838	3465	240	324	160	246
ENSG00000129048.6	ACKR4	71	70	28	17	25	17	25	22	97	140	12	7	0	1	0	0
ENSG00000129055.8	ANAPC13	1438	1224	1347	1224	843	1024	1638	1631	1286	1523	1532	1580	261	321	323	440
ENSG00000129071.5	MBD4	1490	1296	2668	2547	760	829	2688	2724	1663	1967	1117	1243	246	253	290	380
ENSG00000129083.8	COPB1	2722	2363	4047	3876	1118	1318	5074	5078	3531	3902	3248	3266	670	790	703	1034
ENSG00000129084.13	PSMA1	1828	1631	2703	2672	1849	1886	2472	2528	2698	2938	3215	3210	707	763	732	983
ENSG00000129103.13	SUMF2	3321	3007	4179	4121	4023	4767	4173	3994	4647	5262	4693	4962	789	848	521	836
ENSG00000129116.13	PALLD	2908	2626	5404	5196	3012	3224	3763	3527	5518	6422	4276	4442	1579	1929	1327	1943
ENSG00000129128.8	SPCS3	6493	5876	5718	5690	3219	3261	6284	6337	5116	5758	4916	4950	725	915	775	1166
ENSG00000129151.4	BBOX1	5	2	5	6	4	8	32	25	1	0	1	0	0	0	0	0
ENSG00000129152.3	MYOD1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129158.6	SERGEF	392	384	477	479	469	565	552	510	572	567	508	551	84	122	80	122
ENSG00000129159.6	KCNC1	0	2	3	2	2	0	2	6	3	2	2	4	3	4	0	0
ENSG00000129167.5	TPH1	16	19	59	45	16	17	44	63	25	24	7	7	5	7	10	15
ENSG00000129170.4	CSRP3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000129173.8	E2F8	68	69	318	354	39	38	94	86	112	120	66	64	35	25	32	43
ENSG00000129187.10	DCTD	1764	1627	2812	2833	1457	1685	2884	2973	2532	2913	2355	2389	455	562	444	667
ENSG00000129194.3	SOX15	12	11	15	12	19	16	32	37	14	17	15	27	4	0	1	4
ENSG00000129195.11	FAM64A	50	38	106	139	37	48	62	42	112	92	118	118	17	19	16	24
ENSG00000129197.10	RPAIN	693	635	1081	1087	471	572	1211	1203	801	881	822	810	166	170	210	289
ENSG00000129204.12	USP6	27	26	77	97	21	19	54	65	30	46	27	17	6	5	11	14
ENSG00000129214.10	SHBG	17	12	7	5	7	12	12	10	18	15	20	18	0	2	4	1
ENSG00000129219.9	PLD2	978	877	1010	1045	1038	1232	1753	1637	1393	1414	1678	1834	341	354	181	240
ENSG00000129221.10	AIPL1	0	0	0	2	0	1	0	0	0	0	0	2	1	1	1	0
ENSG00000129226.9	CD68	103	126	257	89	552	316	151	266	185	171	394	343	119	271	104	159
ENSG00000129235.6	TXNDC17	687	637	955	871	785	954	702	748	1288	1285	1651	1615	293	374	294	480
ENSG00000129244.4	ATP1B2	115	129	27	31	29	41	128	114	35	42	57	70	3	6	4	3
ENSG00000129245.7	FXR2	1077	912	1692	1714	1066	1124	2015	1990	1715	1818	1338	1501	282	300	192	286
ENSG00000129250.7	KIF1C	1873	1758	1862	1858	2630	2677	2740	2763	2841	2834	2764	3137	508	515	258	453
ENSG00000129255.10	MPDU1	1702	1549	1772	1873	1922	2234	1829	1727	2529	2559	3249	3146	535	514	319	549
ENSG00000129270.11	MMP28	99	103	97	87	315	331	83	69	256	202	280	300	12	15	7	8
ENSG00000129277.9	CCL4	1317	1138	551	615	1075	1154	1764	1671	675	684	2843	3016	611	737	426	718
ENSG00000129282.8	MRM1	279	251	418	433	404	407	432	422	340	421	262	332	86	71	28	72
ENSG00000129292.15	PHF20L1	989	904	1724	1657	628	587	2284	2228	1160	1328	1189	1189	268	280	244	391
ENSG00000129295.4	LRRC6	40	24	40	35	36	48	41	38	26	43	78	80	5	11	2	12
ENSG00000129315.5	CCNT1	747	622	1479	1503	469	470	1901	1965	986	1026	695	750	181	252	196	279
ENSG00000129317.10	PUS7L	178	191	312	318	109	98	434	477	268	284	264	255	26	36	32	42
ENSG00000129347.15	KRI1	1484	1224	2517	2629	1687	1860	2844	2727	2279	2223	1772	1975	598	707	350	579
ENSG00000129351.13	ILF3	6393	5594	12604	13205	7186	7862	13303	13160	9563	10290	9381	9744	2420	2537	1922	2867
ENSG00000129353.10	SLC44A2	4991	4397	9811	10199	5173	5661	10103	9601	5488	6099	3755	4005	1041	1088	1131	1726
ENSG00000129354.7	AP1M2	3	1	6	5	2	1	85	81	2	3	0	2	0	0	0	1
ENSG00000129355.6	CDKN2D	550	475	811	881	587	559	996	1039	878	909	792	911	149	162	103	155
ENSG00000129422.9	MTUS1	968	920	690	654	422	445	1149	1197	462	520	354	372	94	112	44	64
ENSG00000129437.5	KLK14	10	5	10	12	3	3	12	2	3	7	10	11	2	2	3	3
ENSG00000129450.4	SIGLEC9	249	198	233	224	299	291	282	284	276	313	598	737	217	198	74	87
ENSG00000129451.7	KLK10	0	0	1	1	0	2	11	12	1	0	3	2	0	0	0	0
ENSG00000129455.11	KLK8	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0
ENSG00000129460.11	NGDN	721	662	1265	1166	580	661	1267	1267	1029	1158	947	919	213	333	180	279
ENSG00000129465.11	RIPK3	539	498	716	819	565	648	930	906	699	792	608	699	181	197	198	293
